NC_022132|YP_008472842.1	-41	1.0
NC_022132|YP_008472843.1	-110	5.0
NC_022132|YP_008472844.1	-21	3.0
NC_022132|YP_008472845.1	-43	1.0
NC_022132|YP_008472846.1	-6	6.0
NC_022132|YP_008472848.1	-66	0.0
NC_022132|YP_008472849.1	0	0.0
NC_022132|YP_008472850.1	-128	1.0
NC_022132|YP_008472851.1	-138	2.0
NC_022132|YP_008472852.1	-169	2.0
NC_022132|YP_008472855.1	-126	7.0
NC_022132|YP_008472856.1	-163	2.0
NC_022132|YP_008472857.1	-57	3.0
NC_022132|YP_008472858.1	-42	5.0
NC_022132|YP_008472859.1	-27	1.0
NC_022132|YP_008472860.1	-50	6.0
NC_022132|YP_008472862.1	-103	1.0
NC_022132|YP_008472863.1	-10	2.0
NC_022132|YP_008472869.1	-71	9.0
NC_022132|YP_008472871.1	-8	8.0
NC_022132|YP_008472873.1	-94	1.0
NC_022132|YP_008472874.1	-80	4.0
NC_022132|YP_008472877.1	-39	5.0
NC_022132|YP_008472879.1	-82	1.0
NC_022132|YP_008472881.1	-6	4.0
NC_022132|YP_008472882.1	-16	2.0
NC_022132|YP_008472883.1	-13	1.0
NC_022132|YP_008472886.1	-79	2.0
NC_022132|YP_008472887.1	-24	3.0
NC_022132|YP_008472888.1	-31	9.0
NC_022132|YP_008472889.1	-46	7.0
NC_022132|YP_008472890.1	-13	7.0
NC_022132|YP_008472892.1	-56	2.0
NC_022132|YP_008472893.1	-28	2.0
NC_022132|YP_008472895.1	-53	1.0
NC_022132|YP_008472896.1	-106	3.0
NC_022132|YP_008472897.1	-51	2.0
NC_022132|YP_008472898.1	-45	2.0
NC_022132|YP_008472899.1	-93	2.0
NC_022132|YP_008472900.1	-66	8.0
NC_022132|YP_008472901.1	-14	9.0
NC_022132|YP_008472902.1	-83	3.0
NC_022132|YP_008472903.1	-14	8.0
NC_022132|YP_008472904.1	-10	6.0
NC_022132|YP_008472906.1	-32	1.0
NC_022132|YP_008472907.1	-173	6.0
NC_022132|YP_008472908.1	-44	1.0
NC_022132|YP_008472909.1	-82	3.0
NC_022132|YP_008472912.1	-31	2.0
NC_022132|YP_008472913.1	-36	8.0
NC_022132|YP_008472914.1	-58	2.0
NC_022132|YP_008472915.1	-141	8.0
NC_022132|YP_008472917.1	-10	1.0
NC_022132|YP_008472918.1	-119	5.0
NC_022132|YP_008472919.1	-57	2.0
NC_022132|YP_008472920.1	-41	7.0
NC_022132|YP_008472921.1	-96	4.0
NC_022132|YP_008472922.1	-34	3.0
NC_022132|YP_008472923.1	-82	2.0
NC_022132|YP_008472924.1	-27	3.0
NC_022132|YP_008472925.1	-34	1.0
NC_022132|YP_008472926.1	-36	4.0
NC_022132|YP_008472927.1	-86	2.0
NC_022132|YP_008472928.1	-11	2.0
NC_022132|YP_008472929.1	-6	4.0
NC_022132|YP_008472930.1	-79	1.0
NC_022132|YP_008472931.1	-6	6.0
NC_022132|YP_008472932.1	-67	2.0
NC_022132|YP_008472934.1	-18	2.0
NC_022132|YP_008472935.1	-50	3.0
NC_022132|YP_008472938.1	-75	4.0
NC_022132|YP_008472939.1	-74	9.0
NC_022132|YP_008472940.1	-30	4.0
NC_022132|YP_008472941.1	-175	4.0
NC_022132|YP_008472942.1	-72	1.0
NC_022132|YP_008472943.1	-38	8.0
NC_022132|YP_008472944.1	-30	2.0
NC_022132|YP_008472945.1	-54	1.0
NC_022132|YP_008472948.1	-45	3.0
NC_022132|YP_008472949.1	-10	5.0
NC_022132|YP_008472950.1	-8	3.0
NC_022132|YP_008472953.1	-9	6.0
NC_022132|YP_008472954.1	-22	1.0
NC_022132|YP_008472955.1	-32	6.0
NC_022132|YP_008472956.1	-27	2.0
NC_022132|YP_008472959.1	-154	1.0
NC_022132|YP_008472960.1	-103	3.0
NC_022132|YP_008472962.1	-31	2.0
NC_022132|YP_008472963.1	-58	1.0
NC_022132|YP_008472964.1	-146	3.0
NC_022132|YP_008472965.1	-10	9.0
NC_022132|YP_008472966.1	-29	3.0
NC_022132|YP_008472967.1	-42	2.0
NC_022132|YP_008472968.1	-44	4.0
NC_022132|YP_008472970.1	-24	1.0
NC_022132|YP_008472972.1	-16	5.0
NC_022132|YP_008472974.1	-176	1.0
NC_022132|YP_008472976.1	-29	7.0
NC_022132|YP_008472978.1	-82	3.0
NC_022132|YP_008472979.1	-11	3.0
NC_022132|YP_008472980.1	-35	1.0
NC_022132|YP_008472981.1	-61	1.0
NC_022132|YP_008472982.1	-6	5.0
NC_022132|YP_008472983.1	-85	2.0
NC_022132|YP_008472984.1	-18	5.0
NC_022132|YP_008472987.1	-59	4.0
NC_022132|YP_008472989.1	-19	1.0
NC_022132|YP_008472991.1	-25	2.0
NC_022132|YP_008472992.1	-40	2.0
NC_022132|YP_008472993.1	-46	8.0
NC_022132|YP_008472994.1	-47	5.0
NC_022132|YP_008472995.1	-19	6.0
NC_022132|YP_008472997.1	-17	2.0
NC_022132|YP_008472998.1	-14	1.0
NC_022132|YP_008473000.1	-17	1.0
NC_022132|YP_008473001.1	-12	7.0
NC_022132|YP_008473002.1	-11	1.0
NC_022132|YP_008473003.1	-33	0.0
NC_022132|YP_008473004.1	-35	1.0
NC_022132|YP_008473005.1	-34	0.0
NC_022132|YP_008473006.1	-6	2.0
NC_022132|YP_008473009.1	-52	7.0
NC_022132|YP_008473010.1	-68	1.0
NC_022132|YP_008473011.1	-11	4.0
NC_022132|YP_008473012.1	-52	4.0
NC_022132|YP_008473013.1	-44	7.0
NC_022132|YP_008473014.1	-61	9.0
NC_022132|YP_008473017.1	-166	1.0
NC_022132|YP_008473018.1	-149	3.0
NC_022132|YP_008473019.1	-18	9.0
NC_022132|YP_008473020.1	-7	2.0
NC_022132|YP_008473021.1	-26	2.0
NC_022132|YP_008473024.1	-32	2.0
NC_022132|YP_008473025.1	-166	5.0
NC_022132|YP_008473026.1	-8	6.0
NC_022132|YP_008473027.1	-47	6.0
NC_022132|YP_008473028.1	-157	7.0
NC_022132|YP_008473030.1	-102	5.0
NC_022132|YP_008473031.1	-7	4.0
NC_022132|YP_008473032.1	-56	8.0
NC_022132|YP_008473033.1	-17	4.0
NC_022132|YP_008473034.1	-52	6.0
NC_022132|YP_008473035.1	-28	4.0
NC_022132|YP_008473036.1	-25	2.0
NC_022132|YP_008473037.1	-70	5.0
NC_022132|YP_008473038.1	-19	2.0
NC_022132|YP_008473039.1	-49	7.0
NC_022132|YP_008473040.1	-17	1.0
NC_022132|YP_008473041.1	-7	2.0
NC_022132|YP_008473042.1	-62	9.0
NC_022132|YP_008473043.1	-89	2.0
NC_022132|YP_008473044.1	-19	2.0
NC_022132|YP_008473045.1	-37	6.0
NC_022132|YP_008473046.1	-105	8.0
NC_022132|YP_008473047.1	-13	8.0
NC_022132|YP_008473048.1	-32	9.0
NC_022132|YP_008473049.1	-26	3.0
NC_022132|YP_008473050.1	-19	2.0
NC_022132|YP_008473052.1	-31	3.0
NC_022132|YP_008473053.1	-152	3.0
NC_022132|YP_008473054.1	-32	6.0
NC_022132|YP_008473056.1	-90	7.0
NC_022132|YP_008473058.1	-11	3.0
NC_022132|YP_008473059.1	-66	1.0
NC_022132|YP_008473060.1	-180	6.0
NC_022132|YP_008473061.1	-143	1.0
NC_022132|YP_008473062.1	-146	1.0
NC_022132|YP_008473066.1	-23	2.0
NC_022132|YP_008473068.1	-85	3.0
NC_022132|YP_008473069.1	-121	6.0
NC_022132|YP_008473070.1	-33	6.0
NC_022132|YP_008473071.1	-17	1.0
NC_022132|YP_008473072.1	-90	9.0
NC_022132|YP_008473073.1	-27	1.0
NC_022132|YP_008473074.1	-172	0.0
NC_022132|YP_008473076.1	-22	1.0
NC_022132|YP_008473078.1	-98	1.0
NC_022132|YP_008473079.1	-118	2.0
NC_022132|YP_008473080.1	-164	1.0
NC_022132|YP_008473081.1	-29	1.0
NC_022132|YP_008473082.1	-29	6.0
NC_022132|YP_008473083.1	-159	1.0
NC_022132|YP_008473085.1	-15	3.0
NC_022132|YP_008473087.1	-37	8.0
NC_022132|YP_008473088.1	-62	4.0
NC_022132|YP_008473090.1	-53	3.0
NC_022132|YP_008473091.1	-27	7.0
NC_022132|YP_008473092.1	-152	1.0
NC_022132|YP_008473093.1	-163	5.0
NC_022132|YP_008473094.1	-52	5.0
NC_022132|YP_008473096.1	0	0.0
NC_022132|YP_008473097.1	-88	3.0
NC_022132|YP_008473098.1	-110	5.0
NC_022132|YP_008473099.1	-173	1.0
NC_022132|YP_008473101.1	-176	6.0
NC_022132|YP_008473102.1	-61	7.0
NC_022132|YP_008473111.1	-51	1.0
NC_022132|YP_008473112.1	-63	2.0
NC_022132|YP_008473114.1	-17	2.0
NC_022132|YP_008473116.1	-43	0.0
NC_022132|YP_008473119.1	-9	8.0
NC_022132|YP_008473120.1	-21	6.0
NC_022132|YP_008473122.1	-7	1.0
NC_022132|YP_008473123.1	-64	1.0
NC_022132|YP_008473124.1	-29	2.0
NC_022132|YP_008473125.1	-20	1.0
NC_022132|YP_008473126.1	-61	3.0
NC_022132|YP_008473127.1	-12	1.0
NC_022132|YP_008473129.1	-36	9.0
NC_022132|YP_008473130.1	-39	4.0
NC_022132|YP_008473131.1	-14	3.0
NC_022132|YP_008473132.1	-45	6.0
NC_022132|YP_008473133.1	-20	2.0
NC_022132|YP_008473134.1	-22	8.0
NC_022132|YP_008473136.1	-13	4.0
NC_022132|YP_008473137.1	-12	1.0
NC_022132|YP_008473138.1	-14	2.0
NC_022132|YP_008473139.1	-112	9.0
NC_022132|YP_008473140.1	-57	3.0
NC_022132|YP_008473141.1	-164	9.0
NC_022132|YP_008473143.1	-147	9.0
NC_022132|YP_008473144.1	-13	3.0
NC_022132|YP_008473148.1	-86	5.0
NC_022132|YP_008473149.1	-71	5.0
NC_022132|YP_008473150.1	-164	7.0
NC_022132|YP_008473151.1	-129	2.0
NC_022132|YP_008473152.1	-9	2.0
NC_022132|YP_008473153.1	-8	1.0
NC_022132|YP_008473156.1	-13	3.0
NC_022132|YP_008473157.1	-30	5.0
NC_022132|YP_008473158.1	-66	4.0
NC_022132|YP_008473160.1	-9	5.0
NC_022132|YP_008473161.1	-66	2.0
NC_022132|YP_008473163.1	-7	2.0
NC_022132|YP_008473166.1	-35	2.0
NC_022132|YP_008473168.1	-108	6.0
NC_022132|YP_008473169.1	-92	1.0
NC_022132|YP_008473170.1	-31	6.0
NC_022132|YP_008473171.1	-71	2.0
NC_022132|YP_008473172.1	-60	2.0
NC_022132|YP_008473175.1	-21	4.0
NC_022132|YP_008473176.1	-48	6.0
NC_022132|YP_008473177.1	-67	2.0
NC_022132|YP_008473178.1	-179	7.0
NC_022132|YP_008473179.1	-41	1.0
NC_022132|YP_008473181.1	-12	9.0
NC_022132|YP_008473182.1	-57	6.0
NC_022132|YP_008473184.1	-12	2.0
NC_022132|YP_008473185.1	-65	2.0
NC_022132|YP_008473187.1	-41	2.0
NC_022132|YP_008473188.1	-46	1.0
NC_022132|YP_008473189.1	-98	8.0
NC_022132|YP_008473196.1	-10	4.0
NC_022132|YP_008473197.1	-16	5.0
NC_022132|YP_008473200.1	-120	2.0
NC_022132|YP_008473201.1	-116	4.0
NC_022132|YP_008473203.1	-30	2.0
NC_022132|YP_008473206.1	-48	1.0
NC_022132|YP_008473207.1	-31	8.0
NC_022132|YP_008473208.1	-12	2.0
NC_022132|YP_008473209.1	-42	6.0
NC_022132|YP_008473210.1	-46	2.0
NC_022132|YP_008473211.1	-12	5.0
NC_022132|YP_008473212.1	-13	1.0
NC_022132|YP_008473213.1	-110	6.0
NC_022132|YP_008473214.1	-8	5.0
NC_022132|YP_008473215.1	-13	1.0
NC_022132|YP_008473216.1	-24	1.0
NC_022132|YP_008473218.1	-51	3.0
NC_022132|YP_008473219.1	-73	6.0
NC_022132|YP_008473220.1	-7	2.0
NC_022132|YP_008473221.1	-79	2.0
NC_022132|YP_008473222.1	-122	2.0
NC_022132|YP_008473223.1	-81	3.0
NC_022132|YP_008473224.1	-60	2.0
NC_022132|YP_008473225.1	-140	2.0
NC_022132|YP_008473226.1	-170	4.0
NC_022132|YP_008473227.1	-143	2.0
NC_022132|YP_008473228.1	-36	1.0
NC_022132|YP_008473229.1	-56	2.0
NC_022132|YP_008473230.1	-58	1.0
NC_022132|YP_008473231.1	-44	6.0
NC_022132|YP_008473232.1	-44	7.0
NC_022132|YP_008473233.1	-6	4.0
NC_022132|YP_008473234.1	-34	1.0
NC_022132|YP_008473236.1	-94	6.0
NC_022132|YP_008473237.1	-121	4.0
NC_022132|YP_008473238.1	-33	6.0
NC_022132|YP_008473240.1	-7	2.0
NC_022132|YP_008473241.1	-82	2.0
NC_022132|YP_008473242.1	-157	2.0
NC_022132|YP_008473243.1	-50	8.0
NC_022132|YP_008473244.1	-22	3.0
NC_022132|YP_008473245.1	-22	2.0
NC_022132|YP_008473246.1	-29	1.0
NC_022132|YP_008473247.1	-41	4.0
NC_022132|YP_008473248.1	-10	6.0
NC_022132|YP_008473249.1	-61	6.0
NC_022132|YP_008473250.1	-19	8.0
NC_022132|YP_008473251.1	-112	1.0
NC_022132|YP_008473254.1	-25	2.0
NC_022132|YP_008473255.1	-61	8.0
NC_022132|YP_008473256.1	-23	2.0
NC_022132|YP_008473257.1	-6	7.0
NC_022132|YP_008473259.1	-116	3.0
NC_022132|YP_008473260.1	-70	2.0
NC_022132|YP_008473261.1	-38	1.0
NC_022132|YP_008473264.1	-9	6.0
NC_022132|YP_008473265.1	-11	1.0
NC_022132|YP_008473266.1	-96	1.0
NC_022132|YP_008473268.1	-18	7.0
NC_022132|YP_008473269.1	-20	8.0
NC_022132|YP_008473271.1	-80	9.0
NC_022132|YP_008473272.1	-42	5.0
NC_022132|YP_008473273.1	-13	9.0
NC_022132|YP_008473277.1	-34	6.0
NC_022132|YP_008473278.1	-104	7.0
NC_022132|YP_008473279.1	-8	1.0
NC_022132|YP_008473280.1	-17	9.0
NC_022132|YP_008473281.1	-37	9.0
NC_022132|YP_008473282.1	-56	2.0
NC_022132|YP_008473283.1	-92	4.0
NC_022132|YP_008473287.1	-44	3.0
NC_022132|YP_008473288.1	-37	4.0
NC_022132|YP_008473289.1	-21	9.0
NC_022132|YP_008473290.1	-146	0.0
NC_022132|YP_008473291.1	-82	3.0
NC_022132|YP_008473292.1	-38	9.0
NC_022132|YP_008473293.1	-18	7.0
NC_022132|YP_008473297.1	-24	3.0
NC_022132|YP_008473298.1	-21	1.0
NC_022132|YP_008473299.1	-25	4.0
NC_022132|YP_008473300.1	-108	1.0
NC_022132|YP_008473301.1	-47	5.0
NC_022132|YP_008473302.1	-48	5.0
NC_022132|YP_008473305.1	-123	8.0
NC_022132|YP_008473308.1	-49	2.0
NC_022132|YP_008473309.1	-55	6.0
NC_022132|YP_008473310.1	-78	8.0
NC_022132|YP_008473311.1	-18	2.0
NC_022132|YP_008473312.1	-30	6.0
NC_022132|YP_008473315.1	-63	1.0
NC_022132|YP_008473316.1	-62	6.0
NC_022132|YP_008473317.1	-153	1.0
NC_022132|YP_008473318.1	-31	6.0
NC_022132|YP_008473319.1	-97	1.0
NC_022132|YP_008473320.1	-130	5.0
NC_022132|YP_008473324.1	-77	1.0
NC_022132|YP_008473325.1	-15	3.0
NC_022132|YP_008473326.1	-15	1.0
NC_022132|YP_008473327.1	-29	6.0
NC_022132|YP_008473328.1	-148	7.0
NC_022132|YP_008473329.1	-42	4.0
NC_022132|YP_008473331.1	-19	1.0
NC_022132|YP_008473336.1	-18	2.0
NC_022132|YP_008473337.1	-50	9.0
NC_022132|YP_008473338.1	-38	2.0
NC_022132|YP_008473339.1	-19	1.0
NC_022132|YP_008473340.1	-17	1.0
NC_022132|YP_008473341.1	-37	4.0
NC_022132|YP_008473343.1	-35	1.0
NC_022132|YP_008473346.1	-100	5.0
NC_022132|YP_008473347.1	-41	1.0
NC_022132|YP_008473348.1	-40	4.0
NC_022132|YP_008473350.1	-8	2.0
NC_022132|YP_008473354.1	-71	2.0
NC_022132|YP_008473355.1	-14	8.0
NC_022132|YP_008473358.1	-20	7.0
NC_022132|YP_008473359.1	-31	2.0
NC_022132|YP_008473360.1	-66	8.0
NC_022132|YP_008473361.1	-19	2.0
NC_022132|YP_008473365.1	-19	8.0
NC_022132|YP_008473367.1	-31	1.0
NC_022132|YP_008473369.1	-20	8.0
NC_022132|YP_008473370.1	-87	1.0
NC_022132|YP_008473372.1	-13	2.0
NC_022132|YP_008473373.1	-100	2.0
NC_022132|YP_008473375.1	-13	9.0
NC_022132|YP_008473378.1	-17	4.0
NC_022132|YP_008473380.1	-7	2.0
NC_022132|YP_008473381.1	-15	6.0
NC_022132|YP_008473382.1	-41	1.0
NC_022132|YP_008473383.1	-62	1.0
NC_022132|YP_008473384.1	-24	2.0
NC_022132|YP_008473385.1	-25	1.0
NC_022132|YP_008473386.1	-6	2.0
NC_022132|YP_008473390.1	-6	3.0
NC_022132|YP_008473396.1	-48	5.0
NC_022132|YP_008473398.1	-16	4.0
NC_022132|YP_008473400.1	-90	1.0
NC_022132|YP_008473402.1	-11	1.0
NC_022132|YP_008473403.1	-19	5.0
NC_022132|YP_008473404.1	-113	6.0
NC_022132|YP_008473405.1	-81	4.0
NC_022132|YP_008473406.1	-29	2.0
NC_022132|YP_008473407.1	-100	7.0
NC_022132|YP_008473408.1	-107	3.0
NC_022132|YP_008473409.1	-91	2.0
NC_022132|YP_008473411.1	-38	9.0
NC_022132|YP_008473412.1	-77	9.0
NC_022132|YP_008473413.1	-96	1.0
NC_022132|YP_008473414.1	-75	6.0
NC_022132|YP_008473415.1	-31	9.0
NC_022132|YP_008473416.1	-14	1.0
NC_022132|YP_008473417.1	-10	9.0
NC_022132|YP_008473418.1	-174	1.0
NC_022132|YP_008473419.1	-8	9.0
NC_022132|YP_008473421.1	-34	2.0
NC_022132|YP_008473422.1	-26	4.0
NC_022132|YP_008473423.1	-66	6.0
NC_022132|YP_008473424.1	-42	7.0
NC_022132|YP_008473427.1	-45	3.0
NC_022132|YP_008473428.1	-43	2.0
NC_022132|YP_008473429.1	-9	1.0
NC_022132|YP_008473431.1	-23	2.0
NC_022132|YP_008473432.1	-10	2.0
NC_022132|YP_008473433.1	-10	8.0
NC_022132|YP_008473434.1	-86	1.0
NC_022132|YP_008473435.1	-88	3.0
NC_022132|YP_008473436.1	-8	2.0
NC_022132|YP_008473437.1	-140	1.0
NC_022132|YP_008473438.1	-124	0.0
NC_022132|YP_008473439.1	-14	1.0
NC_022132|YP_008473440.1	-119	8.0
NC_022132|YP_008473442.1	-174	2.0
NC_022132|YP_008473443.1	-10	1.0
NC_022132|YP_008473444.1	-44	1.0
NC_022132|YP_008473446.1	-76	1.0
NC_022132|YP_008473447.1	-96	6.0
NC_022132|YP_008473448.1	-66	1.0
NC_022132|YP_008473449.1	-109	7.0
NC_022132|YP_008473450.1	-41	3.0
NC_022132|YP_008473451.1	-13	3.0
NC_022132|YP_008473452.1	-10	5.0
NC_022132|YP_008473454.1	-26	2.0
NC_022132|YP_008473455.1	-70	2.0
NC_022132|YP_008473457.1	-62	4.0
NC_022132|YP_008473461.1	-6	6.0
NC_022132|YP_008473462.1	-33	2.0
NC_022132|YP_008473463.1	-35	3.0
NC_022132|YP_008473464.1	-18	8.0
NC_022132|YP_008473465.1	-7	4.0
NC_022132|YP_008473466.1	-24	2.0
NC_022132|YP_008473467.1	-29	7.0
NC_022132|YP_008473469.1	-77	1.0
NC_022132|YP_008473470.1	-88	3.0
NC_022132|YP_008473471.1	-113	5.0
NC_022132|YP_008473472.1	-6	5.0
NC_022132|YP_008473473.1	-12	4.0
NC_022132|YP_008473474.1	-23	2.0
NC_022132|YP_008473475.1	-101	2.0
NC_022132|YP_008473476.1	-48	4.0
NC_022132|YP_008473479.1	-48	5.0
NC_022132|YP_008473480.1	-15	8.0
NC_022132|YP_008473481.1	-56	2.0
NC_022132|YP_008473482.1	-49	3.0
NC_022132|YP_008473483.1	-9	6.0
NC_022132|YP_008473484.1	-7	2.0
NC_022132|YP_008473488.1	-16	3.0
NC_022132|YP_008473492.1	-70	5.0
NC_022132|YP_008473495.1	-49	6.0
NC_022132|YP_008473496.1	-79	7.0
NC_022132|YP_008473497.1	-90	2.0
NC_022132|YP_008473498.1	-23	1.0
NC_022132|YP_008473499.1	-145	3.0
NC_022132|YP_008473501.1	-135	6.0
NC_022132|YP_008473502.1	-131	6.0
NC_022132|YP_008473503.1	-73	1.0
NC_022132|YP_008473505.1	-30	3.0
NC_022132|YP_008473506.1	-71	2.0
NC_022132|YP_008473507.1	-72	1.0
NC_022132|YP_008473508.1	-26	1.0
NC_022132|YP_008473509.1	-173	9.0
NC_022132|YP_008473510.1	-28	2.0
NC_022132|YP_008473511.1	-46	6.0
NC_022132|YP_008473512.1	-79	5.0
NC_022132|YP_008473513.1	-44	6.0
NC_022132|YP_008473515.1	-48	6.0
NC_022132|YP_008473516.1	-23	2.0
NC_022132|YP_008473517.1	-139	7.0
NC_022132|YP_008473520.1	-45	1.0
NC_022132|YP_008473521.1	-119	8.0
NC_022132|YP_008473523.1	-29	4.0
NC_022132|YP_008473524.1	-15	1.0
NC_022132|YP_008473525.1	-47	9.0
NC_022132|YP_008473527.1	-64	1.0
NC_022132|YP_008473529.1	-46	2.0
NC_022132|YP_008473530.1	-23	5.0
NC_022132|YP_008473531.1	-143	9.0
NC_022132|YP_008473533.1	-6	1.0
NC_022132|YP_008473534.1	-51	6.0
NC_022132|YP_008473535.1	-34	4.0
NC_022132|YP_008473536.1	-58	3.0
NC_022132|YP_008473540.1	-174	1.0
NC_022132|YP_008473541.1	-14	2.0
NC_022132|YP_008473543.1	-103	8.0
NC_022132|YP_008473545.1	-180	1.0
NC_022132|YP_008473547.1	-82	1.0
NC_022132|YP_008473550.1	-100	4.0
NC_022132|YP_008473553.1	-30	1.0
NC_022132|YP_008473554.1	-66	2.0
NC_022132|YP_008473556.1	-9	1.0
NC_022132|YP_008473557.1	-34	2.0
NC_022132|YP_008473558.1	-101	6.0
NC_022132|YP_008473559.1	-16	2.0
NC_022132|YP_008473561.1	-84	4.0
NC_022132|YP_008473562.1	-9	4.0
NC_022132|YP_008473563.1	-39	2.0
NC_022132|YP_008473564.1	-81	2.0
NC_022132|YP_008473565.1	-47	9.0
NC_022132|YP_008473566.1	-12	2.0
NC_022132|YP_008473568.1	-13	6.0
NC_022132|YP_008473569.1	-24	1.0
NC_022132|YP_008473570.1	-18	1.0
NC_022132|YP_008473571.1	-13	2.0
NC_022132|YP_008473572.1	-22	8.0
NC_022132|YP_008473574.1	-34	3.0
NC_022132|YP_008473575.1	-18	2.0
NC_022132|YP_008473577.1	-42	4.0
NC_022132|YP_008473579.1	-132	5.0
NC_022132|YP_008473580.1	-21	6.0
NC_022132|YP_008473581.1	-5	1.0
NC_022132|YP_008473582.1	-11	1.0
NC_022132|YP_008473583.1	-128	9.0
NC_022132|YP_008473585.1	-13	1.0
NC_022132|YP_008473586.1	-71	2.0
NC_022132|YP_008473587.1	-116	3.0
NC_022132|YP_008473588.1	-12	7.0
NC_022132|YP_008473590.1	-47	1.0
NC_022132|YP_008473591.1	-13	6.0
NC_022132|YP_008473592.1	-87	3.0
NC_022132|YP_008473593.1	-148	1.0
NC_022132|YP_008473594.1	-43	1.0
NC_022132|YP_008473595.1	-35	2.0
NC_022132|YP_008473596.1	-33	2.0
NC_022132|YP_008473598.1	-98	5.0
NC_022132|YP_008473599.1	-24	1.0
NC_022132|YP_008473600.1	-8	3.0
