NC_000916|NP_275172.1	NP_276774.1	-21	2.0
NC_000916|NP_275435.1	NP_276252.1	-17	9.0
NC_000916|NP_275455.1	NP_276908.1	-41	1.0
NC_000916|NP_275460.1	NP_276479.1	-147	1.0
NC_000916|NP_275460.1	NP_275494.1	-121	4.0
NC_000916|NP_275460.1	NP_275815.1	-116	2.0
NC_000916|NP_275460.1	NP_276065.1	-107	2.0
NC_000916|NP_275460.1	NP_275857.1	-87	7.0
NC_000916|NP_275461.1	NP_276479.1	-52	2.0
NC_000916|NP_275461.1	NP_275380.1	-39	2.0
NC_000916|NP_275461.1	NP_275815.1	-30	3.0
NC_000916|NP_275461.1	NP_275494.1	-28	6.0
NC_000916|NP_275461.1	NP_276065.1	-24	2.0
NC_000916|NP_275461.1	NP_275857.1	-22	2.0
NC_000916|NP_275461.1	NP_275657.1	-16	3.0
NC_000916|NP_275474.1	NP_275517.1	-20	1.0
NC_000916|NP_275475.1	NP_275316.1	-37	1.0
NC_000916|NP_275475.1	NP_275281.1	-21	2.0
NC_000916|NP_275475.1	NP_275513.1	-16	3.0
NC_000916|NP_275478.1	NP_275593.1	-19	4.0
NC_000916|NP_275478.1	NP_275316.1	-17	5.0
NC_000916|NP_275481.1	NP_275593.1	-17	4.0
NC_000916|NP_275485.1	NP_275522.1	-51	8.0
NC_000916|NP_275485.1	NP_275490.1	-13	4.0
NC_000916|NP_275490.1	NP_275510.1	-82	2.0
NC_000916|NP_275494.1	NP_276479.1	-138	2.0
NC_000916|NP_275494.1	NP_275460.1	-118	3.0
NC_000916|NP_275494.1	NP_275599.1	-84	3.0
NC_000916|NP_275494.1	NP_275657.1	-82	3.0
NC_000916|NP_275499.1	NP_275435.1	-97	1.0
NC_000916|NP_275499.1	NP_275611.1	-43	2.0
NC_000916|NP_275499.1	NP_276120.1	-39	8.0
NC_000916|NP_275499.1	NP_275266.1	-37	8.0
NC_000916|NP_275499.1	NP_276252.1	-22	9.0
NC_000916|NP_275499.1	NP_276038.1	-19	3.0
NC_000916|NP_275499.1	NP_276388.1	-16	3.0
NC_000916|NP_275503.1	NP_275602.1	-50	1.0
NC_000916|NP_275503.1	NP_275266.1	-49	3.0
NC_000916|NP_275503.1	NP_276120.1	-47	9.0
NC_000916|NP_275503.1	NP_276388.1	-31	7.0
NC_000916|NP_275503.1	NP_276038.1	-24	5.0
NC_000916|NP_275504.1	NP_275508.1	-109	2.0
NC_000916|NP_275508.1	NP_275504.1	-109	3.0
NC_000916|NP_275510.1	NP_275490.1	-78	3.0
NC_000916|NP_275513.1	NP_275475.1	-16	3.0
NC_000916|NP_275513.1	NP_275593.1	-16	7.0
NC_000916|NP_275513.1	NP_275316.1	-11	4.0
NC_000916|NP_275517.1	NP_275520.1	-44	9.0
NC_000916|NP_275517.1	NP_275279.1	-28	7.0
NC_000916|NP_275517.1	NP_276508.1	-23	1.0
NC_000916|NP_275518.1	NP_275523.1	-42	8.0
NC_000916|NP_275520.1	NP_275517.1	-44	9.0
NC_000916|NP_275520.1	NP_275279.1	-28	2.0
NC_000916|NP_275522.1	NP_275485.1	-57	4.0
NC_000916|NP_275522.1	NP_275510.1	-14	3.0
NC_000916|NP_275540.1	NP_276367.1	-39	1.0
NC_000916|NP_275541.1	NP_276366.1	-55	2.0
NC_000916|NP_275542.1	NP_276667.1	-13	5.0
NC_000916|NP_275542.1	NP_275548.1	-12	1.0
NC_000916|NP_275542.1	NP_275544.1	-12	5.0
NC_000916|NP_275542.1	NP_276261.1	-10	1.0
NC_000916|NP_275542.1	NP_276369.1	-10	2.0
NC_000916|NP_275542.1	NP_276063.1	-9	5.0
NC_000916|NP_275542.1	NP_275991.1	-6	4.0
NC_000916|NP_275544.1	NP_276369.1	-16	4.0
NC_000916|NP_275544.1	NP_276063.1	-10	4.0
NC_000916|NP_275544.1	NP_275548.1	-10	7.0
NC_000916|NP_275544.1	NP_275542.1	-9	2.0
NC_000916|NP_275544.1	NP_276261.1	-9	7.0
NC_000916|NP_275544.1	NP_276667.1	-8	9.0
NC_000916|NP_275547.1	NP_276947.1	-28	2.0
NC_000916|NP_275547.1	NP_276657.1	-23	2.0
NC_000916|NP_275548.1	NP_276667.1	-14	1.0
NC_000916|NP_275548.1	NP_275544.1	-14	1.0
NC_000916|NP_275548.1	NP_276063.1	-14	9.0
NC_000916|NP_275548.1	NP_276369.1	-13	2.0
NC_000916|NP_275548.1	NP_275542.1	-13	8.0
NC_000916|NP_275548.1	NP_276261.1	-12	2.0
NC_000916|NP_275549.1	NP_275992.1	-10	6.0
NC_000916|NP_275549.1	NP_276687.1	-7	3.0
NC_000916|NP_275583.1	NP_275590.1	-43	1.0
NC_000916|NP_275583.1	NP_275691.1	-32	5.0
NC_000916|NP_275589.1	NP_275611.1	-73	3.0
NC_000916|NP_275589.1	NP_275962.1	-48	3.0
NC_000916|NP_275589.1	NP_275762.1	-44	4.0
NC_000916|NP_275589.1	NP_275317.1	-43	3.0
NC_000916|NP_275589.1	NP_276039.1	-41	1.0
NC_000916|NP_275589.1	NP_275266.1	-37	4.0
NC_000916|NP_275589.1	NP_276120.1	-32	4.0
NC_000916|NP_275590.1	NP_275583.1	-44	8.0
NC_000916|NP_275590.1	NP_276870.1	-40	2.0
NC_000916|NP_275590.1	NP_276719.1	-32	5.0
NC_000916|NP_275593.1	NP_275316.1	-29	8.0
NC_000916|NP_275599.1	NP_276479.1	-156	2.0
NC_000916|NP_275602.1	NP_275503.1	-51	4.0
NC_000916|NP_275602.1	NP_275266.1	-44	7.0
NC_000916|NP_275602.1	NP_276120.1	-42	3.0
NC_000916|NP_275602.1	NP_276388.1	-35	7.0
NC_000916|NP_275602.1	NP_276038.1	-28	3.0
NC_000916|NP_275603.1	NP_276246.1	-58	1.0
NC_000916|NP_275615.1	NP_275654.1	-149	2.0
NC_000916|NP_275654.1	NP_275615.1	-161	5.0
NC_000916|NP_275657.1	NP_276479.1	-128	2.0
NC_000916|NP_275657.1	NP_275599.1	-96	4.0
NC_000916|NP_275657.1	NP_275494.1	-79	1.0
NC_000916|NP_275657.1	NP_275380.1	-71	1.0
NC_000916|NP_275657.1	NP_275815.1	-66	3.0
NC_000916|NP_275657.1	NP_275460.1	-65	1.0
NC_000916|NP_275657.1	NP_276065.1	-61	2.0
NC_000916|NP_275657.1	NP_275857.1	-56	6.0
NC_000916|NP_275673.1	NP_275877.1	-13	2.0
NC_000916|NP_275691.1	NP_275583.1	-32	3.0
NC_000916|NP_275692.1	NP_275583.1	-12	3.0
NC_000916|NP_275692.1	NP_276719.1	-9	4.0
NC_000916|NP_275692.1	NP_276870.1	-8	2.0
NC_000916|NP_275692.1	NP_275691.1	-8	4.0
NC_000916|NP_275692.1	NP_275590.1	-7	4.0
NC_000916|NP_275762.1	NP_275589.1	-55	1.0
NC_000916|NP_275762.1	NP_275317.1	-51	2.0
NC_000916|NP_275762.1	NP_276120.1	-51	2.0
NC_000916|NP_275762.1	NP_275611.1	-45	6.0
NC_000916|NP_275762.1	NP_275503.1	-37	7.0
NC_000916|NP_275762.1	NP_276039.1	-34	4.0
NC_000916|NP_275762.1	NP_275266.1	-33	1.0
NC_000916|NP_275762.1	NP_276038.1	-33	7.0
NC_000916|NP_275762.1	NP_276252.1	-22	5.0
NC_000916|NP_275786.1	NP_276354.1	-11	2.0
NC_000916|NP_275787.1	NP_276869.1	-71	8.0
NC_000916|NP_275798.1	NP_275949.1	-31	8.0
NC_000916|NP_275801.1	NP_275843.1	-20	4.0
NC_000916|NP_275803.1	NP_275805.1	-133	2.0
NC_000916|NP_275804.1	NP_275806.1	-44	5.0
NC_000916|NP_275805.1	NP_275803.1	-153	3.0
NC_000916|NP_275806.1	NP_275804.1	-35	1.0
NC_000916|NP_275815.1	NP_276479.1	-136	3.0
NC_000916|NP_275815.1	NP_275460.1	-107	9.0
NC_000916|NP_275825.1	NP_275826.1	-8	2.0
NC_000916|NP_275848.1	NP_276169.1	-25	3.0
NC_000916|NP_275850.1	NP_276401.1	-28	6.0
NC_000916|NP_275857.1	NP_275460.1	-85	2.0
NC_000916|NP_275866.1	NP_276595.1	-177	5.0
NC_000916|NP_275868.1	NP_275420.1	-24	6.0
NC_000916|NP_275868.1	NP_276830.1	-20	2.0
NC_000916|NP_275871.1	NP_276751.1	-79	9.0
NC_000916|NP_275877.1	NP_275673.1	-14	9.0
NC_000916|NP_275883.1	NP_276351.1	-18	4.0
NC_000916|NP_275883.1	NP_276350.1	-10	5.0
NC_000916|NP_275883.1	NP_275269.1	-9	4.0
NC_000916|NP_275883.1	NP_276403.1	-8	4.0
NC_000916|NP_275907.1	NP_275737.1	-12	3.0
NC_000916|NP_275926.1	NP_276029.1	-59	9.0
NC_000916|NP_275927.1	NP_275962.1	-28	5.0
NC_000916|NP_275934.1	NP_275555.1	-42	4.0
NC_000916|NP_275934.1	NP_275500.1	-39	9.0
NC_000916|NP_275934.1	NP_275982.1	-37	2.0
NC_000916|NP_275962.1	NP_275611.1	-47	5.0
NC_000916|NP_275962.1	NP_275589.1	-45	5.0
NC_000916|NP_275962.1	NP_276120.1	-39	8.0
NC_000916|NP_275962.1	NP_276039.1	-32	2.0
NC_000916|NP_275962.1	NP_275927.1	-25	4.0
NC_000916|NP_275962.1	NP_276038.1	-24	2.0
NC_000916|NP_275962.1	NP_276388.1	-23	1.0
NC_000916|NP_275966.1	NP_276503.1	-55	8.0
NC_000916|NP_275982.1	NP_275555.1	-58	2.0
NC_000916|NP_275982.1	NP_275502.1	-58	3.0
NC_000916|NP_275982.1	NP_275500.1	-56	4.0
NC_000916|NP_275982.1	NP_275934.1	-37	2.0
NC_000916|NP_275984.1	NP_276905.1	-17	1.0
NC_000916|NP_275992.1	NP_276795.1	-41	4.0
NC_000916|NP_275992.1	NP_275549.1	-9	2.0
NC_000916|NP_275997.1	NP_275314.1	-34	5.0
NC_000916|NP_276035.1	NP_276128.1	-37	3.0
NC_000916|NP_276035.1	NP_276193.1	-25	2.0
NC_000916|NP_276038.1	NP_275589.1	-34	2.0
NC_000916|NP_276038.1	NP_275762.1	-33	3.0
NC_000916|NP_276038.1	NP_276039.1	-33	9.0
NC_000916|NP_276038.1	NP_275962.1	-32	7.0
NC_000916|NP_276038.1	NP_275317.1	-30	3.0
NC_000916|NP_276038.1	NP_275266.1	-30	8.0
NC_000916|NP_276038.1	NP_276120.1	-28	2.0
NC_000916|NP_276038.1	NP_275602.1	-28	2.0
NC_000916|NP_276038.1	NP_275611.1	-28	3.0
NC_000916|NP_276038.1	NP_275503.1	-24	2.0
NC_000916|NP_276038.1	NP_275435.1	-20	4.0
NC_000916|NP_276038.1	NP_275499.1	-19	3.0
NC_000916|NP_276038.1	NP_276388.1	-17	5.0
NC_000916|NP_276039.1	NP_275589.1	-47	4.0
NC_000916|NP_276039.1	NP_275962.1	-39	5.0
NC_000916|NP_276039.1	NP_276038.1	-31	1.0
NC_000916|NP_276039.1	NP_276120.1	-31	3.0
NC_000916|NP_276039.1	NP_275266.1	-30	1.0
NC_000916|NP_276039.1	NP_275762.1	-27	1.0
NC_000916|NP_276056.1	NP_276672.1	-132	8.0
NC_000916|NP_276056.1	NP_276665.1	-9	4.0
NC_000916|NP_276063.1	NP_276667.1	-93	2.0
NC_000916|NP_276063.1	NP_276261.1	-23	3.0
NC_000916|NP_276063.1	NP_276369.1	-18	1.0
NC_000916|NP_276063.1	NP_275544.1	-15	2.0
NC_000916|NP_276063.1	NP_275548.1	-13	1.0
NC_000916|NP_276063.1	NP_275542.1	-9	5.0
NC_000916|NP_276065.1	NP_276479.1	-146	5.0
NC_000916|NP_276065.1	NP_275460.1	-99	4.0
NC_000916|NP_276073.1	NP_275357.1	-31	5.0
NC_000916|NP_276097.1	NP_276836.1	-177	2.0
NC_000916|NP_276111.1	NP_276197.1	-21	2.0
NC_000916|NP_276120.1	NP_275962.1	-46	2.0
NC_000916|NP_276120.1	NP_275762.1	-44	5.0
NC_000916|NP_276120.1	NP_275611.1	-42	4.0
NC_000916|NP_276120.1	NP_275317.1	-41	2.0
NC_000916|NP_276120.1	NP_275503.1	-39	3.0
NC_000916|NP_276120.1	NP_275589.1	-36	4.0
NC_000916|NP_276120.1	NP_275602.1	-35	8.0
NC_000916|NP_276120.1	NP_275499.1	-32	5.0
NC_000916|NP_276120.1	NP_276388.1	-31	2.0
NC_000916|NP_276120.1	NP_276039.1	-31	2.0
NC_000916|NP_276120.1	NP_275266.1	-31	6.0
NC_000916|NP_276120.1	NP_275435.1	-29	2.0
NC_000916|NP_276120.1	NP_276038.1	-28	5.0
NC_000916|NP_276120.1	NP_276252.1	-20	1.0
NC_000916|NP_276128.1	NP_276035.1	-33	1.0
NC_000916|NP_276128.1	NP_276193.1	-27	5.0
NC_000916|NP_276131.1	NP_276132.1	-43	2.0
NC_000916|NP_276136.1	NP_276630.1	-173	5.0
NC_000916|NP_276138.1	NP_276485.1	-79	2.0
NC_000916|NP_276150.1	NP_275294.1	-78	2.0
NC_000916|NP_276170.1	NP_275848.1	-17	2.0
NC_000916|NP_276181.1	NP_275440.1	-67	7.0
NC_000916|NP_276197.1	NP_276111.1	-23	2.0
NC_000916|NP_276197.1	NP_276511.1	-8	3.0
NC_000916|NP_276201.1	NP_276283.1	-70	1.0
NC_000916|NP_276248.1	NP_276823.1	-20	4.0
NC_000916|NP_276248.1	NP_275714.1	-15	2.0
NC_000916|NP_276261.1	NP_276667.1	-28	6.0
NC_000916|NP_276261.1	NP_276369.1	-26	6.0
NC_000916|NP_276261.1	NP_276063.1	-23	3.0
NC_000916|NP_276261.1	NP_275544.1	-13	2.0
NC_000916|NP_276261.1	NP_275548.1	-12	4.0
NC_000916|NP_276261.1	NP_275542.1	-10	1.0
NC_000916|NP_276261.1	NP_276846.1	-9	6.0
NC_000916|NP_276261.1	NP_275248.1	-6	1.0
NC_000916|NP_276262.1	NP_276419.1	-30	5.0
NC_000916|NP_276282.1	NP_276128.1	-15	2.0
NC_000916|NP_276282.1	NP_276035.1	-15	5.0
NC_000916|NP_276282.1	NP_276193.1	-10	5.0
NC_000916|NP_276283.1	NP_276201.1	-91	1.0
NC_000916|NP_276299.1	NP_276890.1	-21	1.0
NC_000916|NP_276300.1	NP_276993.1	-29	9.0
NC_000916|NP_276313.1	NP_276188.1	-27	4.0
NC_000916|NP_276314.1	NP_276852.1	-62	2.0
NC_000916|NP_276316.1	NP_275477.1	-82	7.0
NC_000916|NP_276350.1	NP_276351.1	-29	3.0
NC_000916|NP_276350.1	NP_276352.1	-18	2.0
NC_000916|NP_276350.1	NP_276354.1	-12	6.0
NC_000916|NP_276350.1	NP_276127.1	-11	1.0
NC_000916|NP_276350.1	NP_276687.1	-11	2.0
NC_000916|NP_276350.1	NP_276353.1	-10	7.0
NC_000916|NP_276350.1	NP_275883.1	-9	1.0
NC_000916|NP_276350.1	NP_276990.1	-9	4.0
NC_000916|NP_276351.1	NP_276350.1	-29	3.0
NC_000916|NP_276351.1	NP_275883.1	-18	9.0
NC_000916|NP_276351.1	NP_276352.1	-15	4.0
NC_000916|NP_276351.1	NP_276354.1	-11	9.0
NC_000916|NP_276351.1	NP_276127.1	-9	2.0
NC_000916|NP_276352.1	NP_276350.1	-17	8.0
NC_000916|NP_276352.1	NP_276351.1	-13	2.0
NC_000916|NP_276353.1	NP_276687.1	-10	3.0
NC_000916|NP_276353.1	NP_276350.1	-10	7.0
NC_000916|NP_276353.1	NP_276352.1	-9	2.0
NC_000916|NP_276366.1	NP_275541.1	-59	5.0
NC_000916|NP_276367.1	NP_275540.1	-39	1.0
NC_000916|NP_276388.1	NP_276120.1	-37	2.0
NC_000916|NP_276388.1	NP_275602.1	-35	5.0
NC_000916|NP_276388.1	NP_275266.1	-33	2.0
NC_000916|NP_276388.1	NP_275503.1	-31	4.0
NC_000916|NP_276388.1	NP_275962.1	-31	5.0
NC_000916|NP_276388.1	NP_275317.1	-28	2.0
NC_000916|NP_276388.1	NP_275589.1	-26	1.0
NC_000916|NP_276388.1	NP_276039.1	-21	2.0
NC_000916|NP_276388.1	NP_275611.1	-21	2.0
NC_000916|NP_276388.1	NP_276038.1	-17	5.0
NC_000916|NP_276388.1	NP_275499.1	-16	2.0
NC_000916|NP_276388.1	NP_275762.1	-14	5.0
NC_000916|NP_276403.1	NP_276354.1	-14	5.0
NC_000916|NP_276403.1	NP_276687.1	-11	5.0
NC_000916|NP_276418.1	NP_275880.1	-11	7.0
NC_000916|NP_276419.1	NP_276262.1	-34	8.0
NC_000916|NP_276453.1	NP_275265.1	-26	1.0
NC_000916|NP_276479.1	NP_275599.1	-156	2.0
NC_000916|NP_276479.1	NP_276065.1	-150	1.0
NC_000916|NP_276479.1	NP_275815.1	-143	2.0
NC_000916|NP_276479.1	NP_275460.1	-142	2.0
NC_000916|NP_276479.1	NP_275494.1	-137	3.0
NC_000916|NP_276479.1	NP_275657.1	-131	2.0
NC_000916|NP_276479.1	NP_275857.1	-92	4.0
NC_000916|NP_276485.1	NP_276138.1	-79	2.0
NC_000916|NP_276499.1	NP_276804.1	-12	2.0
NC_000916|NP_276502.1	NP_276743.1	-175	2.0
NC_000916|NP_276503.1	NP_275966.1	-55	7.0
NC_000916|NP_276508.1	NP_275517.1	-23	2.0
NC_000916|NP_276595.1	NP_275866.1	-177	5.0
NC_000916|NP_276601.1	NP_276221.1	-65	1.0
NC_000916|NP_276622.1	NP_275909.1	-45	5.0
NC_000916|NP_276656.1	NP_276688.1	-143	4.0
NC_000916|NP_276657.1	NP_276947.1	-28	7.0
NC_000916|NP_276659.1	NP_275392.1	-47	6.0
NC_000916|NP_276667.1	NP_276063.1	-93	2.0
NC_000916|NP_276667.1	NP_276261.1	-27	1.0
NC_000916|NP_276667.1	NP_276369.1	-21	9.0
NC_000916|NP_276667.1	NP_275548.1	-14	2.0
NC_000916|NP_276667.1	NP_275544.1	-13	1.0
NC_000916|NP_276667.1	NP_275542.1	-13	4.0
NC_000916|NP_276672.1	NP_276056.1	-131	8.0
NC_000916|NP_276672.1	NP_276665.1	-19	4.0
NC_000916|NP_276674.1	NP_275806.1	-24	5.0
NC_000916|NP_276674.1	NP_275804.1	-21	2.0
NC_000916|NP_276674.1	NP_276675.1	-20	7.0
NC_000916|NP_276675.1	NP_275806.1	-22	1.0
NC_000916|NP_276675.1	NP_275804.1	-20	5.0
NC_000916|NP_276675.1	NP_276674.1	-20	8.0
NC_000916|NP_276688.1	NP_276656.1	-144	7.0
NC_000916|NP_276696.1	NP_276702.1	-121	5.0
NC_000916|NP_276697.1	NP_275215.1	-44	1.0
NC_000916|NP_276697.1	NP_275226.1	-41	7.0
NC_000916|NP_276697.1	NP_275211.1	-33	5.0
NC_000916|NP_276702.1	NP_276696.1	-121	5.0
NC_000916|NP_276714.1	NP_276558.1	-112	6.0
NC_000916|NP_276715.1	NP_275360.1	-139	6.0
NC_000916|NP_276719.1	NP_275590.1	-32	8.0
NC_000916|NP_276742.1	NP_276595.1	-118	6.0
NC_000916|NP_276742.1	NP_275866.1	-108	4.0
NC_000916|NP_276743.1	NP_276502.1	-161	1.0
NC_000916|NP_276751.1	NP_275871.1	-78	2.0
NC_000916|NP_276777.1	NP_275248.1	-86	1.0
NC_000916|NP_276777.1	NP_275337.1	-81	2.0
NC_000916|NP_276804.1	NP_276499.1	-12	1.0
NC_000916|NP_276805.1	NP_276994.1	-23	2.0
NC_000916|NP_276806.1	NP_275597.1	-17	4.0
NC_000916|NP_276815.1	NP_276115.1	-13	6.0
NC_000916|NP_276816.1	NP_275276.1	-115	2.0
NC_000916|NP_276823.1	NP_276248.1	-30	6.0
NC_000916|NP_276823.1	NP_275714.1	-13	1.0
NC_000916|NP_276826.1	NP_276846.1	-19	4.0
NC_000916|NP_276826.1	NP_276847.1	-18	4.0
NC_000916|NP_276830.1	NP_275420.1	-62	2.0
NC_000916|NP_276830.1	NP_275868.1	-23	6.0
NC_000916|NP_276832.1	NP_275321.1	-38	4.0
NC_000916|NP_276837.1	NP_276838.1	-112	1.0
NC_000916|NP_276838.1	NP_276837.1	-113	8.0
NC_000916|NP_276846.1	NP_276826.1	-21	3.0
NC_000916|NP_276846.1	NP_276847.1	-18	1.0
NC_000916|NP_276847.1	NP_275248.1	-24	3.0
NC_000916|NP_276850.1	NP_276170.1	-7	6.0
NC_000916|NP_276852.1	NP_276314.1	-62	2.0
NC_000916|NP_276864.1	NP_276696.1	-52	6.0
NC_000916|NP_276864.1	NP_276702.1	-39	6.0
NC_000916|NP_276869.1	NP_275787.1	-70	1.0
NC_000916|NP_276870.1	NP_275590.1	-32	1.0
NC_000916|NP_276870.1	NP_275600.1	-25	3.0
NC_000916|NP_276870.1	NP_276456.1	-10	2.0
NC_000916|NP_276890.1	NP_276299.1	-20	6.0
NC_000916|NP_276912.1	NP_276494.1	-11	2.0
NC_000916|NP_276912.1	NP_275330.1	-11	8.0
NC_000916|NP_276912.1	NP_276827.1	-9	4.0
NC_000916|NP_276929.1	NP_276117.1	-28	8.0
NC_000916|NP_276947.1	NP_276657.1	-19	2.0
NC_000916|NP_276947.1	NP_275547.1	-18	4.0
NC_000916|NP_276958.1	NP_276168.1	-13	5.0
NC_000916|NP_276958.1	NP_275847.1	-6	2.0
NC_000916|NP_276970.1	NP_276512.1	-14	2.0
NC_000916|NP_276977.1	NP_276663.1	-11	5.0
NC_000916|NP_276979.1	NP_276328.1	-46	3.0
NC_000916|NP_276990.1	NP_276350.1	-6	2.0
NC_000916|NP_277013.1	NP_276192.1	-65	3.0
