NC_015963|YP_004821547.1	NC_016147|YP_004931328.1	7	-16	59.6
NC_015963|YP_004821547.1	NC_000913|NP_415225.1	4	-15	70.5
NC_015963|YP_004821547.1	NC_016147|YP_004929564.1	1	-14	51
NC_015963|YP_004821547.1	NC_000913|NP_415017.1	5	-14	17.3
NC_015963|YP_004821547.1	NC_000916|NP_276648.1	2	-13	14.7
NC_015963|YP_004821547.1	NC_000916|NP_275897.1	3	-13	61.8
NC_015963|YP_004821547.1	NC_002570|NP_241610.1	3	-13	69.4
NC_015963|YP_004821547.1	NC_016147|YP_004929439.1	4	-13	37.7
NC_015963|YP_004821547.1	NC_021033|YP_007821179.1	2	-12	20.7
NC_015963|YP_004821547.1	NC_022132|YP_008473626.1	3	-12	75.7
NC_015963|YP_004821547.1	NC_017248|YP_005603187.1	4	-12	21.4
NC_015963|YP_004821547.1	NC_009901|YP_001502074.1	3	-11	17.4
NC_015963|YP_004821547.1	NC_020238|YP_007419640.1	1	-10	27.1
NC_015963|YP_004821547.1	NC_006512|YP_155691.1	1	-10	40
NC_015963|YP_004821547.1	NC_000913|NP_417926.1	3	-10	38.8
NC_015963|YP_004821547.1	NC_000916|NP_275554.1	1	-09	27.3
NC_015963|YP_004821547.1	NC_016147|YP_004929477.1	3	-09	57.6
NC_015963|YP_004821547.1	NC_002570|NP_244904.1	4	-06	13.4
NC_015963|YP_004821549.1	NC_015963|YP_004821549.1	3	-47	100
NC_015963|YP_004821550.1	NC_015963|YP_004821550.1	1	-24	100
NC_015963|YP_004821551.1	NC_015963|YP_004821551.1	8	-87	100
NC_015963|YP_004821551.1	NC_000913|NP_415267.1	3	-13	60.4
NC_015963|YP_004821552.1	NC_015963|YP_004821552.1	3	-88	100
NC_015963|YP_004821553.1	NC_015963|YP_004821553.1	0	0	100
NC_015963|YP_004821554.1	NC_015963|YP_004821554.1	2	-38	100
NC_015963|YP_004821555.1	NC_015963|YP_004821555.1	1	-57	100
NC_015963|YP_004821555.1	NC_015963|YP_004821635.1	8	-35	87.2
NC_015963|YP_004821556.1	NC_015963|YP_004821556.1	1	-51	100
NC_015963|YP_004821557.1	NC_015963|YP_004821557.1	5	-109	100
NC_015963|YP_004821558.1	NC_015963|YP_004821558.1	8	-49	100
NC_015963|YP_004821558.1	NC_000913|NP_417310.1	2	-15	98.6
NC_015963|YP_004821558.1	NC_000913|NP_417289.2	3	-14	96
NC_015963|YP_004821558.1	NC_015963|YP_004821559.1	1	-08	84
NC_015963|YP_004821559.1	NC_015963|YP_004821559.1	4	-49	100
NC_015963|YP_004821559.1	NC_000913|NP_417289.2	4	-21	98.7
NC_015963|YP_004821559.1	NC_000913|NP_417310.1	1	-10	97.2
NC_015963|YP_004821559.1	NC_015963|YP_004821558.1	1	-08	88
NC_015963|YP_004821560.1	NC_015963|YP_004821560.1	0	0	100
NC_015963|YP_004821560.1	NC_000913|NP_416039.1	1	-14	96.5
NC_015963|YP_004821560.1	NC_006512|YP_156747.1	2	-14	37.7
NC_015963|YP_004821560.1	NC_016147|YP_004929601.1	8	-14	38.2
NC_015963|YP_004821560.1	NC_009901|YP_001503117.1	9	-12	43
NC_015963|YP_004821560.1	NC_000913|NP_414919.1	4	-11	47.4
NC_015963|YP_004821560.1	NC_009901|YP_001501619.1	4	-11	45
NC_015963|YP_004821560.1	NC_009901|YP_001502435.1	5	-11	36.6
NC_015963|YP_004821560.1	NC_009901|YP_001503836.1	8	-11	41.4
NC_015963|YP_004821560.1	NC_009901|YP_001502602.1	1	-10	65.1
NC_015963|YP_004821560.1	NC_009901|YP_001503646.1	2	-10	36.6
NC_015963|YP_004821560.1	NC_009901|YP_001502764.1	3	-10	26.1
NC_015963|YP_004821560.1	NC_009901|YP_001503557.1	2	-09	61.9
NC_015963|YP_004821560.1	NC_016147|YP_004931488.1	2	-09	41.7
NC_015963|YP_004821560.1	NC_006512|YP_156916.1	7	-09	47.2
NC_015963|YP_004821560.1	NC_000913|NP_416007.3	8	-09	34.9
NC_015963|YP_004821560.1	NC_020238|YP_007423442.1	9	-09	37.9
NC_015963|YP_004821560.1	NC_006512|YP_155246.1	1	-08	28.9
NC_015963|YP_004821560.1	NC_009901|YP_001503495.1	1	-08	37.1
NC_015963|YP_004821560.1	NC_009901|YP_001502721.1	2	-08	53.9
NC_015963|YP_004821560.1	NC_016147|YP_004931437.1	3	-08	37.7
NC_015963|YP_004821560.1	NC_002570|NP_243902.1	5	-08	38.2
NC_015963|YP_004821560.1	NC_000913|NP_415801.1	6	-08	36.2
NC_015963|YP_004821560.1	NC_006512|YP_155830.1	7	-08	34
NC_015963|YP_004821560.1	NC_009901|YP_001503074.1	7	-08	44.6
NC_015963|YP_004821560.1	NC_000913|NP_415857.2	8	-08	43.4
NC_015963|YP_004821560.1	NC_009901|YP_001502180.1	9	-08	46.9
NC_015963|YP_004821560.1	NC_006512|YP_156875.1	1	-07	34.9
NC_015963|YP_004821560.1	NC_000913|NP_415544.1	1	-07	36.9
NC_015963|YP_004821560.1	NC_016147|YP_004930978.1	1	-07	48.5
NC_015963|YP_004821560.1	NC_009901|YP_001500285.1	2	-07	37.1
NC_015963|YP_004821560.1	NC_006512|YP_156721.1	3	-07	41.2
NC_015963|YP_004821560.1	NC_009901|YP_001503260.1	4	-07	46.2
NC_015963|YP_004821560.1	NC_009901|YP_001501543.1	1	-06	22
NC_015963|YP_004821560.1	NC_009901|YP_001500610.1	1	-06	33.1
NC_015963|YP_004821560.1	NC_016147|YP_004929871.1	1	-06	36.2
NC_015963|YP_004821560.1	NC_006512|YP_154710.1	2	-06	39.9
NC_015963|YP_004821560.1	NC_020238|YP_007424856.1	3	-06	36.6
NC_015963|YP_004821560.1	NC_006512|YP_156446.1	4	-06	43.1
NC_015963|YP_004821560.1	NC_006512|YP_154818.1	4	-06	35.3
NC_015963|YP_004821560.1	NC_009901|YP_001502369.1	4	-06	76.8
NC_015963|YP_004821560.1	NC_000913|NP_416308.4	5	-06	62.5
NC_015963|YP_004821560.1	NC_009901|YP_001502356.1	5	-06	29.4
NC_015963|YP_004821560.1	NC_009901|YP_001502052.1	7	-06	28.3
NC_015963|YP_004821561.1	NC_015963|YP_004821561.1	3	-170	100
NC_015963|YP_004821561.1	NC_006512|YP_155145.1	1	-20	92.9
NC_015963|YP_004821561.1	NC_009901|YP_001501105.1	3	-15	91.2
NC_015963|YP_004821561.1	NC_009901|YP_001500770.1	3	-15	95.8
NC_015963|YP_004821561.1	NC_006512|YP_154710.1	1	-14	89.5
NC_015963|YP_004821561.1	NC_006512|YP_155381.1	3	-13	93.7
NC_015963|YP_004821561.1	NC_000913|NP_418485.1	9	-13	90.8
NC_015963|YP_004821561.1	NC_006512|YP_156165.1	9	-13	93.7
NC_015963|YP_004821561.1	NC_009901|YP_001500285.1	6	-12	91.6
NC_015963|YP_004821561.1	NC_006512|YP_156837.1	7	-12	92.4
NC_015963|YP_004821561.1	NC_000913|NP_416006.4	2	-11	79
NC_015963|YP_004821561.1	NC_009901|YP_001499994.1	2	-11	57.6
NC_015963|YP_004821561.1	NC_000913|NP_415801.1	1	-10	94.1
NC_015963|YP_004821561.1	NC_009901|YP_001502908.1	2	-10	89.9
NC_015963|YP_004821561.1	NC_017248|YP_005603301.1	3	-10	90.8
NC_015963|YP_004821561.1	NC_000913|NP_415354.1	4	-10	91.2
NC_015963|YP_004821561.1	NC_020238|YP_007424806.1	6	-10	91.6
NC_015963|YP_004821561.1	NC_006512|YP_156648.1	8	-10	94.1
NC_015963|YP_004821561.1	NC_006512|YP_154818.1	1	-09	56.3
NC_015963|YP_004821561.1	NC_000913|NP_416681.1	1	-09	93.7
NC_015963|YP_004821561.1	NC_009901|YP_001500329.1	3	-09	55.9
NC_015963|YP_004821561.1	NC_020238|YP_007424856.1	3	-09	91.2
NC_015963|YP_004821561.1	NC_006512|YP_155324.1	3	-09	53.4
NC_015963|YP_004821561.1	NC_017248|YP_005603023.1	3	-09	91.6
NC_015963|YP_004821561.1	NC_017248|YP_005603306.1	5	-09	95
NC_015963|YP_004821561.1	NC_020238|YP_007419720.1	6	-09	95
NC_015963|YP_004821561.1	NC_016147|YP_004930978.1	6	-09	89.9
NC_015963|YP_004821561.1	NC_002570|NP_243837.1	9	-09	91.2
NC_015963|YP_004821561.1	NC_006512|YP_155926.1	1	-08	90.8
NC_015963|YP_004821561.1	NC_006512|YP_155269.1	1	-08	94.5
NC_015963|YP_004821561.1	NC_009901|YP_001502199.1	2	-08	91.2
NC_015963|YP_004821561.1	NC_009901|YP_001503495.1	4	-08	91.2
NC_015963|YP_004821561.1	NC_016147|YP_004929302.1	5	-08	95.4
NC_015963|YP_004821561.1	NC_006512|YP_154892.1	8	-08	89.1
NC_015963|YP_004821561.1	NC_020238|YP_007422891.1	1	-07	93.7
NC_015963|YP_004821561.1	NC_009901|YP_001502861.1	2	-07	55.9
NC_015963|YP_004821561.1	NC_000913|NP_416329.4	2	-07	95.4
NC_015963|YP_004821561.1	NC_009901|YP_001500194.1	2	-07	91.2
NC_015963|YP_004821561.1	NC_009901|YP_001500291.1	2	-07	67.2
NC_015963|YP_004821561.1	NC_016147|YP_004929871.1	2	-07	65.5
NC_015963|YP_004821561.1	NC_000913|NP_414990.2	2	-07	91.2
NC_015963|YP_004821561.1	NC_016147|YP_004930142.1	4	-07	92
NC_015963|YP_004821561.1	NC_006512|YP_156725.1	6	-07	61.8
NC_015963|YP_004821561.1	NC_009901|YP_001500168.1	1	-06	52.9
NC_015963|YP_004821561.1	NC_000913|NP_416998.1	3	-06	62.6
NC_015963|YP_004821561.1	NC_020238|YP_007419804.1	3	-06	63.9
NC_015963|YP_004821561.1	NC_006512|YP_156703.1	5	-06	89.5
NC_015963|YP_004821561.1	NC_009901|YP_001502448.1	7	-06	51.7
NC_015963|YP_004821562.1	NC_015963|YP_004821562.1	0	0	100
NC_015963|YP_004821562.1	NC_000913|NP_416681.1	3	-55	48.1
NC_015963|YP_004821562.1	NC_000913|NP_415686.2	1	-48	47.3
NC_015963|YP_004821562.1	NC_000913|NP_416329.4	2	-48	47.6
NC_015963|YP_004821562.1	NC_009901|YP_001502908.1	6	-43	48.2
NC_015963|YP_004821562.1	NC_000913|NP_414849.1	3	-42	66.9
NC_015963|YP_004821562.1	NC_006512|YP_155381.1	2	-40	46.6
NC_015963|YP_004821562.1	NC_000913|NP_418485.1	2	-39	48
NC_015963|YP_004821562.1	NC_006512|YP_155145.1	6	-39	47.4
NC_015963|YP_004821562.1	NC_006512|YP_154818.1	7	-39	49.3
NC_015963|YP_004821562.1	NC_009901|YP_001502448.1	1	-38	49.1
NC_015963|YP_004821562.1	NC_020238|YP_007419720.1	1	-38	48.2
NC_015963|YP_004821562.1	NC_006512|YP_156648.1	2	-38	44.5
NC_015963|YP_004821562.1	NC_006512|YP_155269.1	2	-38	46.8
NC_015963|YP_004821562.1	NC_000913|NP_415801.1	2	-38	47.8
NC_015963|YP_004821562.1	NC_009901|YP_001502858.1	6	-38	47
NC_015963|YP_004821562.1	NC_009901|YP_001499994.1	1	-37	48.2
NC_015963|YP_004821562.1	NC_006512|YP_156725.1	2	-37	47.6
NC_015963|YP_004821562.1	NC_009901|YP_001502861.1	2	-37	50.2
NC_015963|YP_004821562.1	NC_000913|NP_414990.2	1	-36	45.9
NC_015963|YP_004821562.1	NC_017248|YP_005603023.1	2	-36	48.6
NC_015963|YP_004821562.1	NC_009901|YP_001503495.1	3	-36	47.2
NC_015963|YP_004821562.1	NC_020238|YP_007424856.1	4	-36	48.2
NC_015963|YP_004821562.1	NC_020238|YP_007422891.1	5	-36	47.4
NC_015963|YP_004821562.1	NC_016147|YP_004929302.1	6	-36	52
NC_015963|YP_004821562.1	NC_017248|YP_005603306.1	4	-35	48.2
NC_015963|YP_004821562.1	NC_020238|YP_007423130.1	7	-35	47.2
NC_015963|YP_004821562.1	NC_000913|NP_417986.4	9	-35	48.4
NC_015963|YP_004821562.1	NC_016147|YP_004931395.1	2	-34	47.6
NC_015963|YP_004821562.1	NC_017248|YP_005603301.1	2	-34	48.7
NC_015963|YP_004821562.1	NC_002570|NP_243837.1	4	-34	47
NC_015963|YP_004821562.1	NC_006512|YP_155324.1	5	-34	49.1
NC_015963|YP_004821562.1	NC_009901|YP_001500285.1	1	-33	46.6
NC_015963|YP_004821562.1	NC_016147|YP_004930978.1	2	-33	46.4
NC_015963|YP_004821562.1	NC_016147|YP_004929871.1	2	-33	47.4
NC_015963|YP_004821562.1	NC_020238|YP_007419804.1	1	-32	47.4
NC_015963|YP_004821562.1	NC_020238|YP_007424806.1	2	-32	47.4
NC_015963|YP_004821562.1	NC_006512|YP_156837.1	3	-32	44.7
NC_015963|YP_004821562.1	NC_009901|YP_001500620.1	3	-32	47.4
NC_015963|YP_004821562.1	NC_009901|YP_001500329.1	6	-32	49.5
NC_015963|YP_004821562.1	NC_016147|YP_004931703.1	2	-31	46.6
NC_015963|YP_004821562.1	NC_000913|NP_416006.4	4	-31	47.6
NC_015963|YP_004821562.1	NC_006512|YP_154710.1	6	-30	45.1
NC_015963|YP_004821562.1	NC_006512|YP_156703.1	9	-30	47
NC_015963|YP_004821562.1	NC_009901|YP_001502199.1	2	-29	45.7
NC_015963|YP_004821562.1	NC_009901|YP_001500291.1	7	-28	46.2
NC_015963|YP_004821562.1	NC_006512|YP_156165.1	3	-26	53.5
NC_015963|YP_004821562.1	NC_006512|YP_155926.1	3	-25	46.8
NC_015963|YP_004821562.1	NC_009901|YP_001500194.1	1	-24	46.8
NC_015963|YP_004821562.1	NC_009901|YP_001501105.1	1	-24	46.5
NC_015963|YP_004821562.1	NC_000913|NP_416998.1	7	-24	46.8
NC_015963|YP_004821562.1	NC_000913|NP_415354.1	5	-23	46.1
NC_015963|YP_004821562.1	NC_000913|NP_416896.4	8	-23	47.2
NC_015963|YP_004821562.1	NC_009901|YP_001500770.1	9	-23	59.5
NC_015963|YP_004821562.1	NC_009901|YP_001503798.1	2	-22	48.6
NC_015963|YP_004821562.1	NC_009901|YP_001503570.1	2	-21	45.7
NC_015963|YP_004821562.1	NC_006512|YP_156550.1	3	-20	47.2
NC_015963|YP_004821562.1	NC_006512|YP_156674.1	6	-20	45.7
NC_015963|YP_004821562.1	NC_016147|YP_004931358.1	1	-17	42.8
NC_015963|YP_004821562.1	NC_009901|YP_001500168.1	1	-17	43.5
NC_015963|YP_004821562.1	NC_006512|YP_154892.1	5	-17	93
NC_015963|YP_004821562.1	NC_006512|YP_156549.1	6	-17	48.6
NC_015963|YP_004821562.1	NC_006512|YP_154598.1	7	-16	44.7
NC_015963|YP_004821562.1	NC_006512|YP_156926.1	5	-15	47
NC_015963|YP_004821562.1	NC_016147|YP_004930331.1	8	-15	47.6
NC_015963|YP_004821562.1	NC_009901|YP_001502207.1	3	-14	46.8
NC_015963|YP_004821562.1	NC_016147|YP_004930142.1	1	-10	47.6
NC_015963|YP_004821562.1	NC_020238|YP_007423373.1	1	-10	54.8
NC_015963|YP_004821562.1	NC_000913|NP_415681.1	1	-06	37.2
NC_015963|YP_004821562.1	NC_009901|YP_001500225.1	3	-06	45.7
NC_015963|YP_004821562.1	NC_009901|YP_001500224.1	8	-06	36
NC_015963|YP_004821563.1	NC_015963|YP_004821563.1	2	-40	100
NC_015963|YP_004821564.1	NC_015963|YP_004821564.1	0	0	100
NC_015963|YP_004821564.1	NC_020238|YP_007421020.1	1	-08	77.4
NC_015963|YP_004821565.1	NC_015963|YP_004821565.1	3	-132	100
NC_015963|YP_004821565.1	NC_000913|NP_415367.1	4	-15	98.3
NC_015963|YP_004821565.1	NC_002570|NP_241219.1	1	-06	29.2
NC_015963|YP_004821565.1	NC_006512|YP_155307.1	8	-06	44.3
NC_015963|YP_004821566.1	NC_015963|YP_004821566.1	0	0	100
NC_015963|YP_004821566.1	NC_022132|YP_008474004.1	7	-133	100
NC_015963|YP_004821566.1	NC_022132|YP_008474252.1	7	-98	96.1
NC_015963|YP_004821566.1	NC_006512|YP_156871.1	1	-93	93.7
NC_015963|YP_004821566.1	NC_000913|NP_416660.1	4	-85	97.3
NC_015963|YP_004821566.1	NC_000913|NP_415116.1	3	-45	97.3
NC_015963|YP_004821566.1	NC_000913|NP_418401.1	2	-40	99.8
NC_015963|YP_004821566.1	NC_017248|YP_005604112.1	1	-28	97.7
NC_015963|YP_004821566.1	NC_009901|YP_001503057.1	4	-23	93.8
NC_015963|YP_004821566.1	NC_016147|YP_004931556.1	1	-19	97.9
NC_015963|YP_004821566.1	NC_016147|YP_004929021.1	3	-15	92.7
NC_015963|YP_004821566.1	NC_009901|YP_001502781.1	2	-12	22.2
NC_015963|YP_004821566.1	NC_016147|YP_004929378.1	2	-11	19.4
NC_015963|YP_004821566.1	NC_006512|YP_156652.1	3	-10	32.6
NC_015963|YP_004821566.1	NC_000913|NP_415968.1	1	-09	65.9
NC_015963|YP_004821566.1	NC_016147|YP_004930079.1	1	-09	19.7
NC_015963|YP_004821566.1	NC_009901|YP_001501359.1	2	-09	13.8
NC_015963|YP_004821566.1	NC_009901|YP_001500267.1	6	-09	35.9
NC_015963|YP_004821566.1	NC_009901|YP_001500853.1	6	-09	22.1
NC_015963|YP_004821566.1	NC_006512|YP_155564.1	1	-08	22.5
NC_015963|YP_004821566.1	NC_009901|YP_001503272.1	1	-08	20.4
NC_015963|YP_004821566.1	NC_022132|YP_008473211.1	3	-08	22.7
NC_015963|YP_004821566.1	NC_009901|YP_001502216.1	3	-08	30.8
NC_015963|YP_004821566.1	NC_006512|YP_155562.1	4	-08	10.8
NC_015963|YP_004821566.1	NC_009901|YP_001501000.1	4	-08	59.5
NC_015963|YP_004821566.1	NC_016147|YP_004931530.1	4	-08	20.5
NC_015963|YP_004821566.1	NC_016147|YP_004931810.1	6	-08	22.5
NC_015963|YP_004821566.1	NC_009901|YP_001503933.1	7	-08	19.4
NC_015963|YP_004821566.1	NC_006512|YP_156774.1	1	-07	25.5
NC_015963|YP_004821566.1	NC_000913|NP_414692.1	2	-07	17.6
NC_015963|YP_004821566.1	NC_009901|YP_001502508.1	4	-07	22.8
NC_015963|YP_004821566.1	NC_009901|YP_001503379.1	4	-07	14.7
NC_015963|YP_004821566.1	NC_009901|YP_001503234.1	5	-07	20.1
NC_015963|YP_004821566.1	NC_009901|YP_001501686.1	6	-07	23.4
NC_015963|YP_004821566.1	NC_006512|YP_156869.1	6	-07	44.9
NC_015963|YP_004821566.1	NC_006512|YP_154504.1	6	-07	23.8
NC_015963|YP_004821566.1	NC_006512|YP_156961.1	7	-07	19.9
NC_015963|YP_004821566.1	NC_009901|YP_001501373.1	1	-06	19.4
NC_015963|YP_004821566.1	NC_009901|YP_001502782.1	1	-06	18.8
NC_015963|YP_004821566.1	NC_006512|YP_156739.1	2	-06	21.7
NC_015963|YP_004821566.1	NC_009901|YP_001500839.1	4	-06	23
NC_015963|YP_004821566.1	NC_006512|YP_155617.1	4	-06	11.9
NC_015963|YP_004821566.1	NC_016147|YP_004929716.1	4	-06	19.2
NC_015963|YP_004821566.1	NC_000913|NP_415326.1	5	-06	20.8
NC_015963|YP_004821567.1	NC_015963|YP_004821567.1	1	-82	100
NC_015963|YP_004821568.1	NC_015963|YP_004821568.1	0	0	100
NC_015963|YP_004821568.1	NC_022132|YP_008473112.1	2	-10	82.8
NC_015963|YP_004821568.1	NC_020238|YP_007419278.1	3	-09	56.7
NC_015963|YP_004821568.1	NC_017248|YP_005603630.1	4	-08	66.3
NC_015963|YP_004821568.1	NC_017248|YP_005604162.1	5	-07	33.3
NC_015963|YP_004821568.1	NC_016147|YP_004930165.1	7	-06	56
NC_015963|YP_004821569.1	NC_015963|YP_004821569.1	0	0	100
NC_015963|YP_004821569.1	NC_000913|NP_418775.1	5	-44	66.1
NC_015963|YP_004821569.1	NC_000913|NP_416400.1	1	-42	62.4
NC_015963|YP_004821569.1	NC_000913|NP_416399.1	4	-40	62.5
NC_015963|YP_004821569.1	NC_000913|NP_415938.1	9	-38	59.2
NC_015963|YP_004821569.1	NC_000913|NP_417543.1	7	-23	58.1
NC_015963|YP_004821569.1	NC_020238|YP_007421276.1	2	-11	52.2
NC_015963|YP_004821569.1	NC_002570|NP_244730.1	4	-09	92.1
NC_015963|YP_004821569.1	NC_020238|YP_007419728.1	1	-08	55.5
NC_015963|YP_004821569.1	NC_020238|YP_007422879.1	2	-08	57.6
NC_015963|YP_004821569.1	NC_020238|YP_007424478.1	3	-08	58.1
NC_015963|YP_004821569.1	NC_020238|YP_007424502.1	9	-08	46.5
NC_015963|YP_004821569.1	NC_006512|YP_156261.1	5	-07	50.4
NC_015963|YP_004821569.1	NC_002570|NP_244768.1	1	-06	37.7
NC_015963|YP_004821569.1	NC_006512|YP_156616.1	2	-06	56.9
NC_015963|YP_004821570.1	NC_015963|YP_004821570.1	3	-79	100
NC_015963|YP_004821570.1	NC_015963|YP_004821572.1	5	-11	85.3
NC_015963|YP_004821571.1	NC_015963|YP_004821571.1	2	-44	100
NC_015963|YP_004821572.1	NC_015963|YP_004821572.1	1	-73	100
NC_015963|YP_004821572.1	NC_015963|YP_004821570.1	4	-11	85.3
NC_015963|YP_004821573.1	NC_015963|YP_004821573.1	0	0	100
NC_015963|YP_004821573.1	NC_009901|YP_001503295.1	1	-95	100
NC_015963|YP_004821574.1	NC_015963|YP_004821574.1	2	-159	100
NC_015963|YP_004821575.1	NC_015963|YP_004821575.1	5	-57	100
NC_015963|YP_004821576.1	NC_015963|YP_004821576.1	6	-112	100
NC_015963|YP_004821577.1	NC_015963|YP_004821577.1	6	-126	100
NC_015963|YP_004821577.1	NC_000913|NP_417728.4	8	-08	29.8
NC_015963|YP_004821578.1	NC_015963|YP_004821578.1	6	-46	100
NC_015963|YP_004821579.1	NC_015963|YP_004821579.1	8	-99	100
NC_015963|YP_004821580.1	NC_015963|YP_004821580.1	7	-106	100
NC_015963|YP_004821580.1	NC_000913|NP_417130.1	4	-12	88.8
NC_015963|YP_004821580.1	NC_000913|NP_414782.1	1	-11	88.8
NC_015963|YP_004821581.1	NC_015963|YP_004821581.1	4	-94	100
NC_015963|YP_004821582.1	NC_015963|YP_004821582.1	1	-41	100
NC_015963|YP_004821583.1	NC_015963|YP_004821583.1	7	-61	100
NC_015963|YP_004821584.1	NC_015963|YP_004821584.1	5	-94	100
NC_015963|YP_004821585.1	NC_015963|YP_004821585.1	3	-179	100
NC_015963|YP_004821586.1	NC_015963|YP_004821586.1	5	-31	100
NC_015963|YP_004821586.1	NC_000913|YP_025301.1	6	-10	98
NC_015963|YP_004821586.1	NC_000913|NP_416080.1	1	-07	88.2
NC_015963|YP_004821586.1	NC_000913|YP_026229.1	2	-06	90
NC_015963|YP_004821586.1	NC_000913|YP_025292.1	2	-06	94
NC_015963|YP_004821586.1	NC_000913|NP_414559.1	3	-06	82.7
NC_015963|YP_004821587.1	NC_015963|YP_004821587.1	1	-71	100
NC_015963|YP_004821588.1	NC_015963|YP_004821588.1	3	-114	100
NC_015963|YP_004821589.1	NC_015963|YP_004821589.1	4	-42	100
NC_015963|YP_004821590.1	NC_015963|YP_004821590.1	0	0	100
NC_015963|YP_004821591.1	NC_015963|YP_004821591.1	6	-65	100
NC_015963|YP_004821592.1	NC_015963|YP_004821592.1	1	-67	100
NC_015963|YP_004821592.1	NC_015963|YP_004821705.1	2	-62	100
NC_015963|YP_004821593.1	NC_015963|YP_004821593.1	0	0	100
NC_015963|YP_004821593.1	NC_000913|NP_417122.1	4	-113	97.4
NC_015963|YP_004821593.1	NC_000913|NP_414786.4	7	-109	97.4
NC_015963|YP_004821593.1	NC_016147|YP_004929535.1	3	-103	99.6
NC_015963|YP_004821593.1	NC_016147|YP_004930697.1	4	-96	99.6
NC_015963|YP_004821593.1	NC_015963|YP_004821706.1	1	-15	45.1
NC_015963|YP_004821594.1	NC_015963|YP_004821594.1	7	-117	100
NC_015963|YP_004821595.1	NC_015963|YP_004821595.1	4	-87	100
NC_015963|YP_004821596.1	NC_015963|YP_004821596.1	8	-153	100
NC_015963|YP_004821597.1	NC_015963|YP_004821597.1	2	-68	100
NC_015963|YP_004821598.1	NC_015963|YP_004821598.1	4	-69	100
NC_015963|YP_004821599.1	NC_015963|YP_004821599.1	4	-141	100
NC_015963|YP_004821600.1	NC_015963|YP_004821600.1	8	-164	100
NC_015963|YP_004821601.1	NC_015963|YP_004821601.1	0	0	100
NC_015963|YP_004821602.1	NC_015963|YP_004821602.1	9	-95	100
NC_015963|YP_004821603.1	NC_015963|YP_004821603.1	7	-93	100
NC_015963|YP_004821604.1	NC_015963|YP_004821604.1	3	-108	100
NC_015963|YP_004821605.1	NC_015963|YP_004821605.1	2	-34	100
NC_015963|YP_004821606.1	NC_015963|YP_004821606.1	0	0	100
NC_015963|YP_004821607.1	NC_015963|YP_004821607.1	2	-84	100
NC_015963|YP_004821608.1	NC_015963|YP_004821608.1	7	-139	90.5
NC_015963|YP_004821609.1	NC_015963|YP_004821609.1	1	-76	100
NC_015963|YP_004821610.1	NC_015963|YP_004821610.1	4	-60	100
NC_015963|YP_004821611.1	NC_015963|YP_004821611.1	3	-104	100
NC_015963|YP_004821611.1	NC_015963|YP_004821612.1	3	-13	54.3
NC_015963|YP_004821612.1	NC_015963|YP_004821612.1	4	-62	100
NC_015963|YP_004821612.1	NC_015963|YP_004821611.1	2	-13	54.3
NC_015963|YP_004821613.1	NC_015963|YP_004821613.1	0	0	100
